ms_today;input_voltage;temp_mos_max;temp_mos_1;temp_mos_2;temp_mos_3;temp_motor;current_motor;current_in;d_axis_current;q_axis_current;erpm;duty_cycle;amp_hours_used;amp_hours_charged;watt_hours_used;watt_hours_charged;tachometer;tachometer_abs;encoder_position;fault_code;vesc_id;d_axis_voltage;q_axis_voltage;ms_today_setup;amp_hours_setup;amp_hours_charged_setup;watt_hours_setup;watt_hours_charged_setup;battery_level;battery_wh_tot;current_in_setup;current_motor_setup;speed_meters_per_sec;tacho_meters;tacho_abs_meters;num_vescs;ms_today_imu;roll;pitch;yaw;accX;accY;accZ;gyroX;gyroY;gyroZ;gnss_posTime;gnss_lat;gnss_lon;gnss_alt;gnss_gVel;gnss_vVel;gnss_hAcc;gnss_vAcc;
71911954;40.2;32.3;0;0;0;33.2;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71911923;0.1199;0;4.5979;0.0001;0.815;371.985;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912048;40.1;32.3;0;0;0;33.2;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71911995;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.05;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912110;40.1;32.2;0;0;0;33.2;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912079;0.1199;0;4.5979;0.0001;0.823;375.444;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912173;40.2;32.2;0;0;0;33.2;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912141;0.1199;0;4.5979;0.0001;0.802;366.16;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912235;40.1;32.3;0;0;0;33.2;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912204;0.1199;0;4.5979;0.0001;0.82;374.294;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912329;40.2;32.2;0;0;0;33.2;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912278;0.1199;0;4.5979;0.0001;0.808;368.498;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912391;40.2;32.2;0;0;0;33.2;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912360;0.1199;0;4.5979;0.0001;0.802;366.16;0;0.05;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912454;40.2;32.2;0;0;0;33.2;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912429;0.1199;0;4.5979;0.0001;0.802;366.16;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912548;40.1;32.2;0;0;0;33.2;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912494;0.1199;0;4.5979;0.0001;0.813;370.825;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912610;40.1;32.2;0;0;0;33.2;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912578;0.1199;0;4.5979;0.0001;0.8;364.988;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912673;40.2;32.2;0;0;0;33.2;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912641;0.1199;0;4.5979;0.0001;0.802;366.16;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912735;40;32.2;0;0;0;33.2;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912704;0.1199;0;4.5979;0.0001;0.8;364.988;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912829;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912797;0.1199;0;4.5979;0.0001;0.802;366.16;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912891;40.2;32.2;0;0;0;33.2;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912867;0.1199;0;4.5979;0.0001;0.81;369.663;0;0.06;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71912954;40.2;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912923;0.1199;0;4.5979;0.0001;0.815;371.985;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913048;40.1;32.3;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71912995;0.1199;0;4.5979;0.0001;0.813;370.825;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913110;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913079;0.1199;0;4.5979;0.0001;0.808;368.498;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913173;40.2;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913141;0.1199;0;4.5979;0.0001;0.81;369.663;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913242;40.2;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913204;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913329;40.1;32.3;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913275;0.1199;0;4.5979;0.0001;0.82;374.294;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913391;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913360;0.1199;0;4.5979;0.0001;0.808;368.498;0;0.06;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913454;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913423;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913547;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913495;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913610;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913584;0.1199;0;4.5979;0.0001;0.815;371.985;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913673;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913641;0.1199;0;4.5979;0.0001;0.8;364.988;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913735;40;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913704;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913829;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913775;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913894;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913860;0.1199;0;4.5979;0.0001;0.797;363.813;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71913954;40.2;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913923;0.1199;0;4.5979;0.0001;0.815;371.985;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914047;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71913994;0.1199;0;4.5979;0.0001;0.813;370.825;0;0.05;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914110;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914078;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914173;40.2;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914141;0.1199;0;4.5979;0.0001;0.808;368.498;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914235;40.2;32.3;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914204;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914329;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914274;0.1199;0;4.5979;0.0001;0.813;370.825;0;0.05;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914391;40.2;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914360;0.1199;0;4.5979;0.0001;0.8;364.988;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914454;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914423;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.06;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914548;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914493;0.1199;0;4.5979;0.0001;0.808;368.498;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914610;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914578;0.1199;0;4.5979;0.0001;0.787;359.088;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914673;40;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914641;0.1199;0;4.5979;0.0001;0.81;369.663;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914735;40.2;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914704;0.1199;0;4.5979;0.0001;0.802;366.16;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914829;40.2;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914775;0.1199;0;4.5979;0.0001;0.813;370.825;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914891;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914866;0.1199;0;4.5979;0.0001;0.815;371.985;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71914954;40.2;32.3;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914923;0.1199;0;4.5979;0.0001;0.8;364.988;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71915047;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71914994;0.1199;0;4.5979;0.0001;0.813;370.825;0;0.05;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71915110;40.1;32.3;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71915078;0.1199;0;4.5979;0.0001;0.82;374.294;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71915173;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71915148;0.1199;0;4.5979;0.0001;0.813;370.825;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71915235;40.2;32.3;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71915204;0.1199;0;4.5979;0.0001;0.818;373.141;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71915359;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71915274;0.1199;0;4.5979;0.0001;0.802;366.16;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71915454;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71915394;0.1199;0;4.5979;0.0001;0.802;366.16;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71915548;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71915493;0.1199;0;4.5979;0.0001;0.808;368.498;0;0.05;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71915610;40.1;32.2;0;0;0;33.1;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71915578;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71915673;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71915648;0.1199;0;4.5979;0.0001;0.808;368.498;0;0.05;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71915735;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71915704;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71915829;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71915774;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.06;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71915891;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71915859;0.1199;0;4.5979;0.0001;0.808;368.498;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71915954;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71915923;0.1199;0;4.5979;0.0001;0.808;368.498;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916048;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71915994;0.1199;0;4.5979;0.0001;0.797;363.813;0;0.05;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916110;40.2;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916079;0.1199;0;4.5979;0.0001;0.802;366.16;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916173;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916141;0.1199;0;4.5979;0.0001;0.8;364.988;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916235;40.2;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916204;0.1199;0;4.5979;0.0001;0.81;369.663;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916329;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916274;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916391;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916359;0.1199;0;4.5979;0.0001;0.815;371.985;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916454;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916423;0.1199;0;4.5979;0.0001;0.808;368.498;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916548;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916493;0.1199;0;4.5979;0.0001;0.805;367.331;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916610;40.1;32.3;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916578;0.1199;0;4.5979;0.0001;0.797;363.813;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916673;40.2;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916641;0.1199;0;4.5979;0.0001;0.808;368.498;0;0.05;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916735;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916704;0.1199;0;4.5979;0.0001;0.802;366.16;0;0.06;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916829;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916774;0.1199;0;4.5979;0.0001;0.813;370.825;0;0.05;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916891;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916859;0.1199;0;4.5979;0.0001;0.81;369.663;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71916954;40.1;32.3;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916923;0.1199;0;4.5979;0.0001;0.802;366.16;0;0.05;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71917054;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71916995;0.1199;0;4.5979;0.0001;0.823;375.444;0;0.03;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71917143;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71917094;0.1199;0;4.5979;0.0001;0.802;366.16;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71918235;40.1;32.2;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71917174;0.1199;0;4.5979;0.0001;0.815;371.985;0;0.04;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
71918329;40.1;32.3;0;0;0;33;0.03;0;0;0;0;0;0.1199;0;4.5979;0.0001;105034;105034;0;0;36;0;0;71918265;0.1199;0;4.5979;0.0001;0.815;371.985;0;0.02;0;652.091;652.091;1;-1;0;0;0;0;0;0;0;0;0;-1;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;
